tweet_id,label,author,content
143829259423711232,sadness,TiaSchmitz,I love leaving my phone at school. #stupid omg the song just came on with the best memories with keel. #embarrassing #lovelife
135049842220204032,joy,ivan_temelkov,"@bigjstl @u2acro That's the word on the street.  Will you?  OMG, get to meet you FINALLY? #Thrilled"
138824222213545984,anger,DjB_Smooth,Goin to bed early... #exhausted #frustrated #AngryTweet
139065419146334208,joy,jesssiro,Shopping for all of thanksgiving when Wegmans is a zoo and I have a long list brings me #enjoyment
140355034020974593,anger,reannesg,"My alarm just never works on a saturday, #Annoying !"
138980613339357184,anger,samxxi__,And all I need is one fuckin sheet stamped! #rage
137385381464256512,joy,brandicarolynn,I wish they would already start the movie! #excited
142291395477127168,joy,ItsJustSarah,3 day weekend! :D a sleep in will be nice #excited
144439634380865536,thankfulness,Loriann_88,Really blessed to have such special friends in my life! #Thankful!
142726768116248576,sadness,rachelbachel96,This is the worst part of drama... #lonely
142400335745527809,sadness,Anthony1993,I hope threw all this rain im putting my self through the sun is shinning brighter then ever #depressed
144502454757769216,anger,scottysniffs,I wanna take a nap not go to fucking work #annoyed
141285437108011008,love,plaguelife,As long as we are both still breathing. Its not to late. #love
138447625669197824,love,K_Slay10,This banana berry milkshake on point! #love
140153577460084736,sadness,HawkLaw96,I waited all season for this game. Not what I had hoped for... #disappointed
144946848963108865,sadness,MeloIsKing,Most people support someone the don't know vs someone they do know.....#sad
148783493973950465,anger,kiraxlittle,Your voice kills me #shutup #annoying
140724469575581698,joy,talatyaqoob,“@Mo_Saqib: Listening to Michael Buble's 'Lost'. This song is a tuuuuuuuune!” #fact #proud
143490684207378434,sadness,SJoCrawford,I feel like my bedroom makes me hate life. And I don't know why #depression #sadness #unproductivity
141318151731294208,love,EllieSandiego,@ItsIsra_ awwww! I miss you too sis! Very much. I can't wait to see you again. We need to spend some #tWintime!!!!! #love
138696329584066562,anger,maraajayy_,"Blah , i cant explain to myself exactly why i feel like this ??? so ima stay to myself for the rest of the week #annoyed"
147691903918415872,fear,lookmom_itsTD,"If we both want the same thing, you gotta meet me half way... #Anxious"
148104985899565057,love,SerenaCucuzza,@tonebekillinem lol well I hope your ok baby girl md other than the car no trouble!? If my mind is going in the right direction (; #LOVE
143030448967258113,anger,__mvtty,Just had a four hour road lesson. #annoying
139118060056481793,joy,The_Real_Drea,"Why waste your time, gettin hurt by someone... When there's someone else out there waiting to make you #happy :)"
139435657897578496,love,SarahRF_x,"Best 2 hours of tv, gossip girl followed my one direction #love"
137076104442806273,joy,khayalanga,Tomorrow must just come already #excited!
141889709398962176,joy,YaboiGG3,That moment when everything clicks #happiness
146059275280715777,joy,duh_kodi,beast ass weekend ;) can't wait till next! #excited
146543605350273025,sadness,keatsy09,Gutted. Just leapt out of bed coz heard the post lady knock.meaning something didnt fit. (my skate stuff)  turns out it wasnt. #disappointed
137378955673083904,fear,missamerykah,On my way to see Breaking Dawn :  ) #Anxious !
142738109602340864,love,xxxxceleste,@Reneebrinksx @rosannees @xilsexxxx love you toooo all of the three hahaha#love
138745219075158023,anger,MadisonnRoberts,I don't understand u at all!! #annoying
146431424562610177,anger,kathkoller,"Bitch, don't blame this on me. #annoyed"
137730923809619968,sadness,cassadena,"@AustinMahone did a cover for jenna by my favorite song count on me. I Told him like 100times, he still doesnt know I exist! &lt;/3 #depressing"
147702081044758528,anger,jessydels,So apparently there was a bedbug on this kids neck in the lunchroom. I'm so #disgusted
140558158501380096,anger,helloimaboy,Wish the internet would stop being a poo brain! #annoying
145753619290009600,anger,carlyirvine,"left my phone at sara's, fucking great #imdumb #annoyed"
137361711144517633,anger,DouglasGEck,Congress has declared pizza to be a vegetable. It's no wonder they also think the Department of Education is over-funded. #disgusted
141020774428454912,sadness,mollyyannee,@emdress sooo sad i wont have a plane partner on my way back tomorrow:( #lonely
143103335753461760,joy,takeelie,This will be the first year my baby is in the christmas parade. #excited
149685647865688064,joy,lilsavanna_,Pretty little liars and switched at birth in January. #excited
134799770454720512,joy,kathytanic,J'aime les jours fériés #happy
135100194013454337,fear,milertom,@stevemagness is trying to kill me. 2x15 seconds uphill sprint tonight. #nervous
137737865621811200,thankfulness,IanKennedyBCV,Another Amazing meal via Tuck Shop saint Henri ! #thankful
148875620649148416,joy,AYmaymay1,"painting, listening to music, and both puppies are curled up on my floor :) #happy"
140502397872111616,sadness,Afterlife_over,So I wake up n I hear long gun shot n it my dad beating my brother at black ops #sad
148605358351454209,thankfulness,kassydc,I'm speechless I can't even think properly #greatful #thankful
137919128085348352,fear,JCuddi,Terry and Julie's wedding! #anxious
147604168918564864,fear,haughtonspicy,I'm about to die. #nervous
140074797546749953,anger,briancaruthers,"If you like your @Netflix movie to retrieve every 30 seconds, go ahead and update netflix on Wii.  #irritating"
149682767674884096,love,_thesmithers,Tonights one of those night where I wanna lay with you talk and fall asleep in your arms. #love
148871610827423744,anger,kelsssox,"It pisses me off when someone has told me they are going to take me to do something, and then changes there mind once again . #irritated."
139546734207582209,love,Kmurphh6,Reunited and it feels sooooo good!! @manders1624 @bgussss #love
135020900348211200,thankfulness,Texascopywriter,@kipwise You're welcome. xoxo #appreciate #thankful
137983622874546177,surprise,LoveJanineMimi,Anyway... I'm a Ginger again and I think I'll end up with a but of auburn hair. I guess we'll see. #surprise
149251491797020672,sadness,HBurton27,Just got so overwhelmed and discouraged. Trying not to cry/breakdown/pull my hair out. #disappointed
145936345557237761,joy,kellyrichart23,Getting our #Christmastree ((: #YAY #EXCITED
147128403856867328,joy,itsDEBBiotch,I'll be home Next Thursday.... #excited
148183382776479744,joy,laurenmunroex,"First tour date tomorrow @onedirection, cant believe it. So sad im not going :( ah well. Good luck, #proud"
146799913135648769,joy,CMarie_24,Bout to spend my last night in the library for a minute #happy
140223925056585730,joy,schmairr,gets to finally see a silly boy soon!  #excited
140766508669353984,fear,ame2eet,back to Italy in 10 days after 1 year and keep wondering how my country looks like. #worried
140914529063288832,sadness,Prettyrick718,Wow so no pass interference on molden?.. #SAD
145167383932313600,joy,Vaughn_Clark07,"Gm Ya'll! Children laugh about 400 times a day, while adults laugh on average only 15 times a day. So let's have a happy Friday! #Joyful"
135112792280793088,sadness,JadeFortner,It gets old after a while.. #lonely #fsingle.
139115749334724608,thankfulness,tif_82p,7 more hours off for 5 days #WINNING #thankful
144802500011233281,sadness,TrynTellem,Jawn jus damn near kicked the door down n flipped cuz she wasn't gettin in he class to take this final #Late #Hurt #FAIL
137019714944778240,sadness,Tabathaleeannco,I remember when we used to call eachother bestfriends.. Now.. It's all a blur.. & nothing fits in that category now.. #Hurt
145646553057599488,anger,brunetteissues,my hair isnt the exact shade of brown that i want. #irritated #brunetteissues
139370732676321280,love,Im_myson_keeper,@BongsandTaylors awwww my bay cumn ova 2 #love
135795452879699968,joy,Geoffymusic,"Back from Spain and blessed to be uncle ones again! Daniel, Sanne & Dean  congrats with a new son, brother and my nephew Jason #happy #fam"
144621454762323968,anger,ashleyjoooo,my dad wont stop sending me dumbass forwards!! #ANNOYED
149313403972886528,love,WePrefer_Trell,IMMA TREAT HER LIKE MY GIRL SINCE SHE FORGIVE ME FOR MY WRONGS #Love
148149693019471872,love,choobeker,Watching beauty and the beast #love
143803621669220352,sadness,EllenMac123,remembering Saturday night screaming the lyrics to mr brightside to my sisters friends and looking like a man #embarrassing
148789863997644800,joy,xemmahurx,"Is even more excited about tomoro night at Mansion House, G-Town, now i have my dress etc all sorted :D!! 1 more sleep @GazGShore #excited X"
149212030879023105,sadness,sincerelyssarah,That show Friendzone is definitely based on true stories #sad
138351586392027137,joy,Gemdouglasx,"my horoscope says im going on an exciting trip, it will be just the break i need and i should enjoy every minute of it. #excited."
149183185085931520,joy,PaigeEdwards94,Banning myself from doing anymore christmas shopping #excited
146320021205950464,joy,nicholapicicci,Love coming home to see the Christmas presents under the tree #excitement
141929277481426944,fear,drgood13,@asenter03 haha I figured she'd tell you anyways! Thanks though! #nervous
140938119036944384,anger,Shor_Deee,"Seriously though, Xmas music everywhere i go ? #annoying"
146724047353425920,love,alanirade,Diario de una pasion en el 34 (I-SAT) #love
140098875145986049,joy,L_Ayee12,Goin to drive the little bug around town! #excited
140306751990935552,joy,heath_live,Wen u wake up with Jessie Js do it like a dude playin in ur head it makes u wonder wat u were dreamin bowt. Off to durbs XD #happiness
134988532522557440,anger,siyagumede,nxa! i hate to c pregnant teenagerz #disgusted
144288794156335104,joy,ShawtiGotCurves,Really thinking about going swimming with the dolphins this weekend #exciting
135870188838060032,anger,icauseMADNESS,#OTD lol “@KissWithEmotion: i just recieved 18 texts in less than 1 minute . #annoying”
148197389029736448,anger,dakky30,"wake up, wake up, I don't wanna wake up, wake up... #thinking #frustrated"
143582210199531520,joy,DaColedest,@LochMessMonster Love that your first tweet was at me and included Swag. #Honored #Proud
143145161390694400,love,the_bass_cannon,"Can everybody on both sides agree to not be assholes to anybody, no matter what happens? #love #respect #okieforlife"
143248551084949504,anger,mwhite10,"“@zaccatee: @Hbyleycole too much tweeting from You! #annoying” #truth"
135071953089335296,anger,TheeGoldenGirl,How come every time I want a shift covered nobody can do it but when someone needs me to cover their shift I do??!! #annoyed #toonice
143659456415281152,thankfulness,_prettySmile_,Blessed to see another day #thankful
147161789505880064,anger,Dav_Clayton,"I want to go to bed, but I can't. I'm still hopelessly drowning in my own mess. #frustrated"
144976805214945280,anger,DG8TAL,"@facebook I have 3 overlapping, disappearing scrollbars on the right side of my browser....How is this even close to good UX? #Frustrated"
143201065599385600,sadness,_NolanA,Shit just doesn't make sense sometimes #disappointed #confused
143400819537092608,sadness,ZanderLozano,@KieraDominguez oh you know it especially when your mom bursts out laughing and the whole restaurant looks at you #embarrassing #goodtimes
148572000024137728,anger,Clarke04,Pet Peeve when people don't reply to your texts! #annoying
137723697623601152,anger,sav_hammer,"Its called bestiality, &its #ILLEGAL and #DISGUSTING."
140875491644149760,joy,JessHowell95,"looking forward to a day off Wednesday, #bliss"
142744357693427712,anger,sad_honeybee,I like actually having conversations with people.. Not jus 2 word sentences that I don't even know how to respond to.. #annoying
140782783235756032,joy,_ericabrown,Apparently zach sooley's going to fuck me on monday...? #excitement #overwhelming
139508858954588161,love,neth_n,Laying on my sisters shoulder #love #family
139753851631837184,anger,Oh_MellNawww,I just put waaayy too much sugar in my coffee. Is this what diabetes tastes like?? #disgusting
147707436273377281,anger,chanceleonard12,"When the kid you ride to shook with has terrible breath &lt; mouth wash, use it, bro. #disgusted"
135103053207568384,anger,Joeanna_HYFR,If Alex Leave After The Break I'm Turning My Tv Off Straight #RAGE #bbuk
142337189148229632,anger,cassiechase_,"Duudee , grow up . Stop acting like a little girl . #annoyed"
146094886440009728,sadness,riley_shea,seriously cowboys? SERIOUSLY?! we are becoming the texas a&m of the NFL. #embarrassing
139055935552368641,sadness,maggie_kelly15,@zwick_e i thought you were gonna start tweeting more... #disappointment
141947019735470080,love,morgan_melancon,Can't wait until Christmas :) #homewithyou #presents #love
142569944335392768,joy,yakitortor,"Scored 34 points, won the game and finally got our jerseys!!!! :) #happy"
142341005046321152,sadness,TriniaLee,"@JustFabOnline &gt; 2 pencils 4m a classmate, while in the 5th grade. We played the Secret Santa/Kris Kringle game. :-(   #hurt"
138760922989723648,anger,RachLHoward,when people are so desperate to get 7 trillion likes on their picture that they flaunt their boobs all over the place. #pathetic #disgusting
141267579133100034,sadness,soosykoosy,"Just got caught in the middle of a couple of black guys bro hug/snap thing. Again, #embarrassing #ineedtostopgoingtoclass"
147507801101570048,anger,cait_melch,people that tweet dumb shit #annoying
136110926574264321,joy,TastelikeRUM,ordering a usf jacket!! #excited.
137655507744862209,joy,Emily_Skaggs13,@haygoodfan1990 i get to see my cousin thats in the navy tomorrow! i havnt seen him in...i dont even remeber how long! #excited
141945100216446976,sadness,NikkiSixx__,@raybakes93 your funny. i smell i hint of jealousy? #sad
137642578530156547,joy,NadaBebbars,I'm blessed. #elhamdollah #happy
145611527368613889,anger,ElyKhan21,My sister is so dumb #ditz #annoying #shutup
145720287915294720,joy,_ClassicDime_,Got me some crreraaccckkkllee #excited
147430799698968576,anger,hay_ross,The juniors and seniors both are pretty ridiculous if they're fighting about whose better. I know I'm just a sophomore but damnnn. #annoying
146933325423063040,joy,shieelsheikh,meteor rain at 9pm... #cantwait #excited
135397476726345728,anger,JBCFlyers19,Ok...  Why are men so clueless sometimes?  I seriously would like to know. #Frustration!!!
134971541082476544,sadness,iamchuckychan,Had a dream last night that I was jogging down 1st street in SHA. #homesick
147680333016477697,anger,sdunccc_,"Yes I'm 20, and still get child support, so I expect the right amount in my bank account when I wake up on Friday.. #daddyprobs #annoyed"
140827202622193664,sadness,cosell123,Hate when boyfriend leaves #lonely
143371107418914817,thankfulness,sexyshina1204,A Birthday is anotha day just Happy to be here#Thankful#Blessed
140069243508105216,sadness,HarryWells95,The trains always delayed when your on your own! #lonely
148251342698332160,love,cibelle_cruz,Thanks 4 the #light! Thanks 4 the #life! Thanks 4 the #love!
137327975094951936,love,Chanel91x,In bed w @DONNNN's ipod making me miss him uhh x #love
144998257188286466,anger,lindsaysmither,"I swear if I could walk around hitting people with hams and have no consequences, oh boy would I be busy. #annoyed"
138643989296459776,joy,MonicaGuerraT,Even though everything.... I'm #Happy  :)
141011217438343170,joy,_DeedotKayy_,Awwwww they wanna take pics of me :) #excited
148886364568555520,anger,DesertDoll93,I don't understand how people can abuse animals the way they do. Its absolutley #disgusting
148580821782118400,sadness,landopancho,I wonder why I get fat I'm making cookies #Sad
149712935395143681,thankfulness,catiew7,It's so weird how things work out sometimes... #thankful #grateful #blessed
139035126012194816,joy,Ty_Cham,Can you say tan lines?:D #excitement
139133028491476993,joy,carlos3bate,"Looks like im going to the @PerfectGameUSA world showcase:) #excited"
135092414003163136,anger,_AboveThaClouds,I regret not doing shit in English class; I'm stuck on this stupid resume!  #frustrated
143066512931045376,sadness,BrahandOrder,"to all of you not studying for #lawschoolfinals, I just want to shout a big F U. @rsever1 knows what i'm talking about #depressed"
147005086789406720,anger,Tiger_LilyC,Hate going shoppin wi my mum and aunty they actually take so long #yawn #Annoying
139907457559429120,joy,mckennaakate_10,"#BlackFridayShopping with my second family , for the first time ever .. #Excited !"
140134728438251520,anger,gabriellaescob,"Seriously, they need to stop making these dumb ass chipmunk movies. #annoying #dumbaf"
147896869069127680,joy,lyssa_lbass,Tonight was the best night I've had in a long time. #happy
146823500571742208,anger,joanna_man,"@RedSwagND haha really? see there's an upside and downside. they can be gross, but they look sooooo good. #frustrating"
140795127324098560,anger,brookeleighhh_,when you had no friends me & @xxpauline21xx were with you so dont start it #annoying
148177717156786176,joy,frankeemily_,@angusbubble yes! Especially the times when you're tucked up in bed on a cold winter morning! #bliss
134722839122157569,joy,SayMyName_Saya,No school tomorrow im #HAPPY
148835886379970560,joy,Kthomp22,off to my drive test. gettin the license thursday. #excited
137371837305847808,love,beautybrigade,@AmoebaSF We love Amoeba!! #love #music
146598968757985280,anger,doesntdodrugs,The neighbors that live behind me wake me up from drama yelling #annoying #sleepdeprived
141228673561923585,joy,unbreakabledrws,@justinbieber Follow me please? #Iloveusomuch ♥ #2Days All I Want For Christmas Is You #Excited :) 91
149569944965742592,joy,fivetwosix,'yes it is worth it' #goodnightworld #exciting :)
135487132142796800,anger,marisalopilato,My father is the most indecisive person I have ever met #annoying
139236558074150913,anger,NikkiCalvillo,You always have to make things worse. And you never believe a word I say. #annoyed
143875523016278017,anger,jnfullerr,I hate people especially in big crowds that's why I will never go to newyork! #annoyed
146479054751666177,joy,ThisHope13,finishing up my christmas shopping tomorrow!! #excited
142256659731980289,thankfulness,JHoffman_77,Sometimes I just Sit Back and Think How My Life Would Be if it wasn't Fa My Mama!! #Thankful
140661301620916225,sadness,jesssicaraee,I wish I was with him right now. #lonely
149658428866957312,sadness,kirkpatrick411,Wishes things were different and my sons dad wasn't so selfish. Really needs the Lord in my life. #Depressed
135425590143623168,love,dakingtjs,Sometimes I wanna just go n move with my dad...but I can't leave behind my school n friends especially my babesz....#love
136583541235531778,anger,DatBarbieChic,Wondering mosquitoes still out...ugh #annoying
142078220802592768,joy,elllojadee,"I wanna go to bed , but i cant stop texting you #Happy"
140652140929626112,sadness,jakehillegas,Shit shoud of talked to the spacial  girl tonight... :( #sad #drunk
141013532153090048,sadness,Becca_Rodeo,"Every 18 hours someone dies in new york city. #depressing"
145641294969061377,joy,supre_mo88,#fightnight starts now! #teamkhan #excited!
140820716080734210,joy,kel_hewitt,BREAKING DAWN with mummhewitt #excitement
141144497890398208,joy,andreasscott,Let's get this week popping #coffee #enthusiasm
138710027782455297,fear,SpencerVibert,I feel like random people know more about what I'm doing in my life then I do. #whyisthat #worried #confused
140943385908359168,anger,NaturallyKurved,#somf so nasty for some of dhese pics i be seeing on mah TL #disgusted
144241859701641217,joy,Jessicuhhh9,When my Dad and sister argue over math homework for an hour and a half. In the kitchen. #joy
141361438756319232,fear,ItsIvanAcosta,Still recovering from my hospital visit. Check up tomorrow. #nervous
135032653052252161,sadness,xKillinMeSoftly,"When your only friend leaves school and doesnt tell you &lt;&lt;&lt; #sad #ihavenofriends"
141281472479887360,sadness,MissyZender,@himali_ranade @MaddyMason3 why was i not invited to this smashing of himali's tables #hurt
147754170487799808,sadness,cvylee,Did Milbury threaten to beat a kid with his shoe or? #Embarrassing
145110449006972928,thankfulness,Rob_AlwaysOn,Good Morning World.! #Blessed #Thankful
142447619648651265,sadness,ohthatsquen,My ma told me to get off twitter and go wash my funky ahhh #hurt
140975274740297728,sadness,sarahmsalter,@CherylBle I'd say the 11 point super-low... #sad @homeloanninja @TimBledsoe
149767949568327680,joy,steIIamoodys,very grown up conversation tonight. #PROUD!
147074847275630593,sadness,elizabeth_1496,I'm fine until I see you & hear your laugh & see you smile.. Then I fall to pieces.. :/ #sadtweet #depressed
148425009935814656,anger,lilmz_giggles,I hate when people break up with people then act like they happy on a social network stfu you know you not! #annoying
139604728278564864,anger,Steph_RogerThat,This shit on my mind needs to dissapear I need to sleep and i wanna punch him in the balls. #frustrated.
137182766025551873,sadness,Sam_Stray,#thatawkwardmoment when i sprint to my car to get out of campus secruity giving me a parking ticket #embarrassing
139098555083276289,love,hsnowberger,Mmmmm black friday is almost here #war #love
145874147657007105,fear,_kierstenelyse,My sister left me home alone all night. #worried
147329189241032704,anger,RosalyndMM,@Corrie_Addie I can't get u the thing I wanted to and I can't find a replacement thing #rage
136961690867728385,sadness,JetMissMorgan,Day one- not talking to you sucks. #Hurt
140935050156978176,joy,HayleighJayneee,Can't wait for christmas #excited
137310974683258880,sadness,stikrone1,"Totally had a dream that I had a real job then I woke up! -___- #disappointed"
147464763675389952,joy,a_park13,Coloring and listening to Disney music ..#happy
140800663335604224,anger,AlexMacIver,@AleBedoya17 are you sure your rangers quality? #frustration
147546292829167616,anger,kaythorn_,Hates when people complain soo much. #annoying.
140553881301164033,sadness,jpietschh,My nine year old cousin has a bigger butt then me #sad
149216691740610560,joy,tannercook6,Got an 80 in ap European history!!! Whaddup!!! #excited #lucky
139671257745588225,thankfulness,CBTrillOG,Happy Thanksgiving y'all. Hope you get to share it with special people. I'm so blessed for the people that are in my life! #thankful
139093166308605953,joy,TierraWhack,"If you follow me , I respect you !! It takes alot to actually follow someone . #PRIDE"
147143085023961089,joy,KillingMermaids,I cant wait! Friday is the day i go to the hair dresser!!! #Excited
143129255369383936,sadness,ErrVay,"I miss my family so much.. My mom my lil sister and my lil brother, it'll be my first Christmas without them.. #Sad"
139077553615945728,sadness,Arfa_1994,"history teacher falling on her ass today, while flattening the chair #embarrassing #funnyassteachermoments"
135936610578595840,anger,Jaazlyn_,"Okay,  my night is ruined. No One Hmu. -______- #annoyed"
145585561594372096,joy,filmvsbook,So.... warming up for the #xfactor party by watching stricly and my housemate make me dinner #bliss
139470868203048961,thankfulness,Miss_Scorpio79,Peach Ciroc!!!!! Off my cooking flow #thankful
143481008308748289,joy,_Thugn,"Living The Good Life! #Happy"
148284364789268480,anger,VBELXO,I just need to go to sleep im so fuckin #IRRITATED
144583714322644992,anger,maddyk45,Absolutely hate when I can't find my sock after laundry... Seriously?? It's all my stuff? #annoying
142058688704811008,joy,LovelyPrpleSwag,@justinbieber ur vid for all i want for xmas is you is so great:) i like that ur songs hav a story in th video #proud
138481234975264768,anger,rifda_shahab,When you get a text sayin someone you care a ton about just got kicked out the house & your parents wont let you go rescue them #frustrated
148538274229653506,anger,allie_kres,my house is the definition of a clusterfuck this evening. #annoyed
139762682579533824,thankfulness,kiiRoberts,God has given me so many reasons to smile #thankful
146896998669361153,joy,charitydrive11,"@Southern_Trains oh look no seats at all\nTis the season to be spoiling us huh? #not #joy"
149707454576476160,joy,millar,Just saw a Sedin header. My sporting world's have come together. #bliss #canucks
143603622293409792,fear,Music_Maniac_19,I might have to confront two things tomorrow. 😥 #nervous
140300595138535424,anger,WanderlustShan,WHY IS IT SO EXPENSIVE TO GO TO SYDNEY?!? #Annoyed
147742342663770113,joy,prettyme_cici,My favorite day of the week is Sunday.... #Happy
134833274949337089,joy,JoiGilliam,my cousin and i will have a blast driving to nashville for tsu's hc 2moro. she behave's ridiculously. absurdity will be king! #excited
140995943167307777,love,_chelseaoneill,"Seriously, why isn't Mr. Big real? #love"
141848810254106624,anger,I_AmDebb,"mom, your already in the car just drive me to school instead of the next bus stop #annoying"
140257288295424000,fear,aStefMonster,sitting at a bar by myself #idontevenknow #nervous
145395106399260672,love,asimone10,@bubbles1057 no problem! now you just have to get your hashtagging started and you will be a pro #love #newbieprobz
146214566051856384,sadness,jcphillips95,Really pandora? Playing summer songs? #notcool #depressed #summerhurry
141299683778772993,anger,miranda_hays,My mom just found out I have a twitter..? #NowShesGonnaStalkMyLife #Annoyed
136561303463538688,sadness,kelsLcarter,It's amazing how quiet it gets after @BethLowry4 leaves.. #lonely #naptime
148464839935803392,love,sabryna82,"@DonnieWahlberg hope you are well sweetie, miss you and your tweets, anyway you need to sleep and rest, hope you have a great Sunday! #LOVE"
147739873573474304,love,passionateartis,#youmatterdontquit &lt;--- trend it! This is suicide season & people need to realize that they are valued & someone cares about them. &lt;3 #love
145867944172339200,joy,chasiiiitaaay,"1 week until christmas break, 2 weeks until christmas and 26 days until my birthday. #excited."
149665200096808960,sadness,ihatErlg,@AnanditaaP beautiful city ey? :D #homesick
140764564148076544,anger,jacey_schultz,really wish I wasn't such a light fucking sleeper. #annoyed
147859059180191744,sadness,X_LipStickNLoud,Ain't seen him since he been gone thoe #sad
146780925634686976,anger,KenzLeeann15,Hates fighting with someone you care about #frustrated
141319388035948544,love,cocoakeke,The musings within the playground of the mind are always the prerequisite to action. #truth #teamcocoa #love
149361795931439104,anger,MeganByrd22,guh why does netflix always stop working when I wanna watch Glee #firstworldpains #frustrated
148144670105538560,sadness,iAmBrownSugah,"Damn she raped him,how could she! How could she rape him? When I'm here!! She should have raped me instead na #sad"
141886059129741313,sadness,machtomach,@billbarnwell Write a Vegas article already. Your Vegas reporting has been sub-par thus far. #disappointed
143808652749443072,love,Pika2ShoeZ,"When all I do seems to be all for you,and the souls I yet to me of u. #Love"
139307440788357120,sadness,divejunkie86,@MoykeGoodwin @StephLucia an awesome mess? And when the hell are you visiting us again? #neglected
149348316881231873,anger,tfdowdy,Now I know why I unfollowed you in the first place... here it goes again. #annoyed
135661009598820352,sadness,gradye10,The mrs has got christmas songs on #sad #tooearly
146993922298740736,anger,Ta_SweetTweets,Lunch was terrible today...sweet nd sour chicken over brown rice.#disgusting
145564574928740352,joy,dp_hearts_you,#Christmas festivities begin now! Youth Christmas party/going to give less fortunate kids gifts! #excited
148079174555418624,joy,SkaterJackson88,Hoping for an amazing day today :) #excited
139814096332791808,thankfulness,NateDz_,"House smells soo gOod, family is here and football is on :) #livinggood #thankful"
140099138355335169,love,MayaDatKitGirl,Idę się przebrać . I go to party &lt;3 :D #love
137477076612681728,fear,laaurencherry,62 Tweets in 1 hour? #Worrying #ITweetTooMuch #TooMuchTime
140850312020885504,sadness,Divaaaaa__,Ihm Layin On The Bedd && Idk If There's A Bug On The Wall Or If Ihm Trippin . . I Don't Have My Glasses On Soo I Can't Really See #Sad
146361569821990912,thankfulness,TheKNext_Door,"The city of Montgomery was kind enough to send me yet another ticket in the mail...Strangely enough, I'm kinda #Thankful ;)"
138959277837651968,anger,adamihasegawa,grrr...up too early because @TweetingNaoto insists on setting his alarm so early & hitting snooze for an hour. #annoying #why
148944534666084352,sadness,kevinstewart5,"People, why are there no Christmas lights out this year?! A whore buncha Scrooges, I tell ya. #disappointed. #merrychristmas"
139781061927383040,thankfulness,kathleenhager8,About to grub on some good food :) #thankful
146670225897701376,joy,LordJimothy,Just found out that @J_Ennis will be at my work this week. #excited
149668113179361280,anger,coree_ullman,My blanket smells like sweaty balls #disgusting #bouttothrowup
139555531110096897,surprise,TayLyssGent,@maddyv123 @maknewton @JordanLeeWalker I'm so so so #SURPRISED #INEEDTOSEE!!!!!
142712351852990464,joy,Amiix14,Now I am about to watch Rise of the Plants of the Apes. ... some say it amaaazing. #excited
136533577176330240,sadness,JoySoldiers,Vision is the art of seeing what is invisible to others.~Jonathan Swift #depression #healing #wellness
146059128350048256,thankfulness,tookfromtokyo,Thanking God for getting me past the hardest thing I've ever had to go through . I feel so much better and utterly #Thankful
138654332156526592,sadness,julie20120885,I love monday morning cause I tell people bout my weekend and realized all the stupid shit I did #embarrassing
134994317486985216,sadness,tnoelle17,"Remember this time last year,when I still had you... #depressing"
140928945452363777,joy,JadeeAM,"Oh and what a nice way to end my sunday evening, @AlanCarr @chattyman never fail to make me laugh. #bliss"
140113908668182529,love,mgrocker,Find the beauty that's already there. #americathebeautiful #KeepRising #love
137556203923447808,love,kelly_wharton,Going to hang out with my sister before work. #love
146535074219823104,fear,RobbieProuse,Singing to Band Aid at my desk and I know all the words #worrying
137259606656286720,anger,RonMixico,Michigan get ready. I'll be spinning SAE's tailgate Saturday morning. #rage
149346044231163905,sadness,JROtolone,Apparently @natty_page think Connecticut starts with a K #embarrassing
136656839034142720,joy,yellathickbone,Chilling with the fam #happy
144813480048984065,sadness,JennaHenderson,"The one day I need him most, he comes to school drunk, and still continues to drink after I tell him I need him. #hurt #fuckthat"
135481713991233536,sadness,KellerKennedy,@nalleyykill that's the only way i can get you to my house in less than 30 minutes.. haha #sad
147719190458023936,thankfulness,calebkoa,Can't wait for the webcam that is being flewn in from USA! :D plus Christmas presents from friends living in US. #thankful
136543420868067329,love,ohheytray,Ahhhh college basketball all day on #espn #love
136643760716124160,joy,__Jacquelynn,"I had 3drinks while at the charlie horse, my mom jst called me a lush!!!! Not my fault I'm lke 100 % irish !!!!!!!! B) #proud"
143785159081197568,fear,jesstaggart_,Making my Confirmation today. #Nervous.
147084361920032769,joy,DanielaTartaro,Cannot wait to see Sherlock Holmes on Friday #excited
138961888439574529,sadness,Model_INPumps,This girl look like a monkey on crack #sad
140916973109395457,anger,nahshabeast_,You really need to calm the fck down. #annoyed
146234860711841793,joy,abby_rasmussen,done with my one and only final for the week!!!!! #excitement
147484760128749569,anger,LindeyLu13,Wow I was looking forward to that game. #angry #ugh
148195635332526080,joy,TyriechaAbriana,soooo the blonde hair is a goo :) #excited .
146009539697836032,joy,Simply_dejap,Ready to see how Imani going to act at this concert !!! #excitement
135229562358480896,anger,batman4everr,My mom repeats herself like 100 times when she's tipsy. #annoying
134761872019820544,joy,_silenci0sY,"@justinbieber Justin is online, I know!:3 Just say.. I love you! & I HAVE #UNDERTHEMISTLETOE !! it is AMAZING &lt;3 #proud"
139476508258484224,love,ddubsjenniewren,@DonnieWahlberg and I'll be one of those hugs!!! Sooo can't wait for springtime #LOVE
135137809169252354,joy,payup_bitches,so chick came in....im off! #happy
140907318907912193,joy,skeeeeez,It's been a week since I've smoked weed #proud
146057592777621504,surprise,drizz777,Wow that kid is extremely good looking... Oh wait that's me #surprising
