tweet_id,label,content
145889566224695296,no_anger,Yes my sisters @_thatWESTgirl @A_Jetsetter_12 are coming back #excited
144896294916329472,anger,middle school games suck. #notenoughroom
148795345344802816,anger,Its like everything in the world is trying to prevent me from doing this!   #iwilldoit
143492083095842816,no_anger,@SamGregory21 i knoow like three years</3 #depressing
144973203301875713,anger,"Would rather be laying in bed, but no I have to go pitch   #nomotivation"
141008292699832320,no_anger,"it's only Sunday night and I'm ready for the weekend now, this has been the longest worst day #hurryup #anxious"
141128233792966656,anger,Why are 7 ddifferent people playing music on my bus at 7 on the morning!!
143187393900580864,anger,Not in the mood .....  really?
147168582021820416,anger,@chloegay I know all the dogs are barking
143416108798574592,anger,He kinda irritating me
146754261747892224,anger,I HATEEEE reading more than anything!!!!!!😡
135656728942481408,anger,"Joe Manganiello, can I just... Have you..."
143882883344515073,no_anger,this is exactly why i wouldnt tell you if i liked you or not. #hurt
142109727244029952,no_anger,@withloveeshadie & @destinetrevino I can't wait too get out of college so our dream life's can happen :) #excited
1957530310,no_anger,My dead grandpa pays more attention to me than you do
144648433079287808,no_anger,Fun Birthday Dinner at Edo's Squid to celebrate @MeredithPeake followed by a night with the girls! #happy #bedtime
144132137023574016,anger,"She copies everything I wear, say, even my fucking youtube page."
137942709477441536,no_anger,Birthday party tonight! #EXCITED #swag (:
1750962887,no_anger,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
142098641706946560,anger,Worked way to hard on that biology project!
139441471567835136,anger,Longest carwash wait ever.
149330961069379584,no_anger,@LindseyMills19 ohh how we will #happy
1695617655,no_anger,@GeoffHampton   Thank you soooo much!!!      Bella
138321639866777600,anger,Efff can't even go back to sleep.
145341197509079040,no_anger,@clsmooth2 was the only good part of our performance tonight #disappointed
148186311755448320,no_anger,X-mas dinner with my brothers and sisters from other mothers :) #excited
143531261602955264,no_anger,why does it have to hurt so bad? :( #depressed
1965742902,no_anger,Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.
1960454836,no_anger,Worried about friend
140779302454181888,no_anger,At least now the family have gone out I can listen to Michael Buble's Christmas album ALL DAY long #sad
142831353610772481,anger,Come home drunk & ask me 756477 questions.
135908032092704769,anger,Neighbors and their annoying ass dogs...bring that little mother fucker in the house or imma do something with it!
148274246009888768,anger,"How could I enjoy this film I'm watching if my aunt's voice, who's talking on her phone right now, is much louder than the audio?"
1752474748,no_anger,@ETHI_O_ASH I do too plus more happy mothers day Sweety
146709999131959296,no_anger,woman in black tomorrow! #excited
149213414823182338,anger,#ReasonsIHateHighSchool groups like that
149164682664615936,no_anger,"@RosieeSimms she's amazing, literally addicted to them I have them downloaded onto my ipod #sad"
140846233731342336,no_anger,"Woohoo! @AussieGrit  FANTASTIC!  Cherry on the top of a great F1 season for me, seeing you win! #proud #bbcf1"
146999580364505088,no_anger,@MeaganChoi I just realized you RTed @MSU_Football during the B1G championship. #proud
149315903446728706,no_anger,#StoppedBelievingInSantaWhen I realized we don't have a chimney for him to come down.. #sad
145291771759439872,anger,@DreamOnDreamer_ I'm down when I get home I'll play.
141964228151095296,anger,Good day went down the drain!
141031365243183104,anger,Not a good day #seriously
1753569308,no_anger,@whitepaws_husky Thank you!  And I hope karma beats those fuckers into the ground.
149499713450819584,anger,what's the point in having money in the bank if only £5 is 'accessible'? shopping day ruined #confused
147601757382516737,anger,It's bad when a girl puts on so much foundation that you can see it in the creases of her nose.  . #Notattractive
1752021691,no_anger,Eating some ice cream cake  its bomb!
135814288509120512,anger,"I miss the good old days when you could just show up at the building and log on to the Internet, no worries.   #firstworldpains"
1957421094,no_anger,I should be sleep. I have to wake up soooo early
147421112861593600,no_anger,12:00 awwww happy national daaaaay every BAHRAIN ♥ *dance* #love
140619552739442689,anger,Thanks tech. Your gameplan to just take out our best player with cheap shots so you could win is working. Real mature.
145688362169286657,anger,GOD HAS BLESSED ME IN SO MANY WAYS!! IF THIS IS PART OF HIS PLANS THEN I WELCOME IT WITH OPEN ARMS!!
136671599259697152,anger,@jon_is_coolz lol ok then you're an exception because every guy talks about it.
1961769827,no_anger,@builttofail and the download failed  My phone does not like your phone.
1694858952,no_anger,"Well, I just need to get some motivation, and also, to do my homework, and essay... And.... it's such a lovely day! How?"
143754861631119360,no_anger,Told her I'm getting a bit emosh with all these disney songs. So she sends me rick ross. #LOVE
1694880172,no_anger,"@IRON100 personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08"
148174842246594560,no_anger,Finished putting up the christmas lights in my room! Its so beautiful and relaxing in here! :) #love
140632446906548224,no_anger,Taking a break from mentally preparing for the biggest week of my life this week. After this week I should have my entire life set. #Nervous
139542345807958017,anger,No. I will not look you up on facebook to see what you look like. I am not interested.... goodbye! Gosh.
141312655611797504,no_anger,In 15 days is my birthday! #excited (:
146819215087767552,no_anger,I feel as if the midnight scream gets quieter and quieter as the week goes on.  #disappointing.
1752257876,no_anger,"@Alonis lol &quot;guys in their wet suits&quot;, I should go to the beach and view girls in wet suits"
146748193013641216,no_anger,@SmokedOutRemo lol thanx we only gonna get bigger and better! Thanks 4 the support 4real #salute #love
144811536362385408,anger,@SophHills plus what is it with you and 'waaaaaahh'   hehe xxx
142033107749572609,anger,You cant let me have anything to myself
1961456147,no_anger,"What a day! #dayofservice completed, and now aching all over! Clearing trees around a beautiful lake. Splitting headache now tho"
1751072291,no_anger,live on stickam.com/itstyleryo COME CHAT!
1965468568,no_anger,"My debit card is going the same way as my credit card, it's snapping"
145609380283420673,no_anger,love spending a saturday night by myself #lonely
149628226887622656,anger,hate wearing contacts soo much   #rockindemglasses
1695964201,no_anger,Going to get some coffee
141305455891849216,anger,Parents are f*^g technologically retarded! Seriously the computer is not broken. The monitor is asleep! I do not own you an apology
137216568076677120,anger,#failedtweet but i still hate freshmen
139119545473437696,no_anger,@AllisonLinder @julia_alston wearin my six shooter ridin my pony on a sadle driveeeeeeee #tobykeith #country #love
141285056571379713,anger,@kassyblacksberg these lil bitches are soooooo
137199295899250688,no_anger,Just eaten a lovely chocolate gateaux! #chocolate #happy #unhealthy @emilybootle1
145969947787526144,anger,my pen keep dying
146688596823384064,anger,@WhitleeFlinn i hate when ppl think they are juggalos and juggalettes
144194891013033984,no_anger,I 💙 iPhones! It's official! I lost everything on my iPhone one day and it just resynced all my lost shit onto my iPhone again :D #surprised
136550734954106880,no_anger,"First bball game of the season for me tonite at Tatnall, it's about to be on with all these teenagers #excited #notworriedaboutNBA"
144299331309154304,no_anger,@JASMINEVILLEGAS Happy 18th birthday beautiful girl! time flies! seems like yesterday you were 15! :') you have come so far! #proud! <3
148887075280781313,no_anger,#ShoutOut to new #Follower @_RandyGreen_ TY! Hope ur having a joyful Christmas/Holiday! #LOVE  :)
139062471934750720,no_anger,Checked the bank balance well more then I expected #happy
139906889189302272,no_anger,Watchin #elf under the blankie! #happy
149666738370396162,anger,I have nothing to say to you anymore
138039151114203136,no_anger,So finally got to meet this guy!! :) <3 #happy
135060685557211136,no_anger,Hoping its better than lastyearz! #excited @ChannelOTV #Exciting #CHOMVA
1963723962,no_anger,Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex&lt;3
137426720046333952,anger,- at least he could talk about stuff with me & be honest. #petpeeve
140838054091952128,anger,"I hate when my mom wakes me up by turning on my tv, my light, and opening the blinds!   #imtierd"
146860338548183040,anger,I hate when cops lurk... Come on we're 3 innocent white people. What are we actually capable of hehh
140911809963102208,anger,Ok! just to say o dyed my hair earlier and it is supposed to be brown but oh no! it can out bloody black!! :/ < <
148891158569951234,anger,"Waiting for my ride is like waiting for the bus,comes late and on specifc times"
138310397001334784,no_anger,Thank you hugo boss for putting ryan reynolds in your advert #love
147016159294795776,anger,"I hate it when a friends sends out a group text, and only one person keeps responding!😠 seriously?! Send her a private text"
147090693607784449,anger,Why did twitter just die there for a few mins?
145707114936016896,no_anger,@TEYANATAYLOR wow Priceless... Happy 21st Bday T! Keep shining for the younger generation!#Proud
1963325146,no_anger,there's no point in bein on here if no one else in on
146346120061255680,anger,Grrr if they mention the word viral once more i will switch to the football!
143518683099181056,anger,Hates when I change something & then I see Everyone doing it.  ™
135937627298873345,no_anger,@justinbieber do you realize what you their cause in Beliebers? #greatjoy #madness #pride 2
147787698852208640,anger,Why are people so  .
147383302318329857,anger,"When you pressure me for nude pics, I throw up in my mouth a little."
134751763298385920,no_anger,Those guys that are straight up with you. #love
146455369034637312,anger,Seriously though does Sidney Crosby have a brain tumor? A year old concussion shouldn't have THIS much of an impact
137372183994445824,anger,Im gonna beat my head against the wall. Can't figure the last stupid problem in algebra II .
144804288709935104,anger,Fourth dream about my parents in less than two weeks?   #dontwannadealwithit
148009681338634240,no_anger,"Hectic weekend, but should and would be worth it #excited #bigsmiles"
149712770529624064,no_anger,yay! i finally get to video chat with him! #Excited :) :) :)
149677304266760193,no_anger,Chest pains are the worst #hurt
143397734471307264,no_anger,just bought sooo many christmas presents online #excited #21sleeps
142849009965465600,anger,I hate people so obsessed with social media
141972417496104960,anger,It seems @Aine_Rice has been on twitter for a year and never thought of following me :o
144067541248131073,anger,connecting to the internet everytime you use your ipod
135083595806150656,anger,People need to learn how to be flexible
145250260992786432,anger,"K coool no one answer me,hate trying to make plans without a phone its so difficult"
141432495928393728,anger,bros before hoes hardly ever works out...sisters before skank asses doesn't fair much better either #realtalk
136631928144146432,anger,I love how my mom was supposed to be home like 4 hours ago w/ my food  -__-
1751213851,no_anger,@SarcasticLeaves Iiight thanks.
1962893978,no_anger,Thinks twitter doesn't like me
1752445799,no_anger,I love being scandalous
143032539701985280,anger,your fucking eating her face.
148952953942847490,no_anger,@hrana I like to tell them all why I dislike Ben and Hines. Really gets them going. #disappointed
144957324086358016,no_anger,9 to 5. #JaneFonda #love
136119999436816384,no_anger,"While watching the second half of #Rockstar, I feel I'm watching some other movie..... #hump #disappointed"
143190072219541504,anger,Sooner fans r being annoying woohoo you guys won shutup why can't we be happy about it like u guys always r when u beat us???
142406389388673024,anger,This jewelry party is bumpin!!!!
140584100619747329,no_anger,Rereading the Twilight series! #excited #lovethem
140136760712757248,anger,Wishes my mom wasn't so fucking nosey!!!
137725941576249344,anger,#whenpeoplechewtooloud and ask you to repeat what the tv just said
143285553750749184,anger,oh how i cud do wit sum fast wireless net ryt now...
1694293824,no_anger,via @uhmmm: Christopher Moore &quot;You Suck&quot; - hmm tja.. sucks
143531664432316416,anger,Ugh it blows my mind that @KimKardashian has 11 million followers.
146791440100503552,anger,I've noticed things you microwave don't stay hot for very long.
135845314849550337,anger,Did not realise Tinie was on Chatty Man tonight. -.-
144886831505358849,anger,My touch screen acting up!! Ughhhhhhhhhhh
142097018574213121,anger,"If I sing a song one day, she'll be singing it the next."
146567875287711744,anger,My house is always freezing
142469238005841920,anger,"Can't believe @indiamitchell92 threw up tonight  , #nevergoingoutwiryhyouagain"
147122133242359808,no_anger,wait theres too much drama over this #uneasy
145980326089469952,no_anger,"WE R MOVING!!! Just 5 minutes down the road to a new facility @ 66 Page Park Dr on Rt.55 in Pk. Open 4 business on Dec 19, 2011!!! #EXCITING"
147431559098675200,no_anger,I love when my mommy comes home and says she found a surprise gift for me that I'll love!:) #exciting #bestmomever
149871212758175746,anger,Today seems to be going really slow!    #bored #fb
138128944233844737,no_anger,Most of the house and I are going to see twilight at midnight. #embarrassing
138638941749391360,no_anger,@JBuckner26 I yelled jerm jerm at you out my window but you didn't hear me #embarrassing
139112393685999617,no_anger,Needs to start saving money for Christmas shopping. Got an extra person to shop for this year. #excited
140223296309436416,anger,Chanel west coast ruins ridiculousness with her laugh.
1753566438,no_anger,Morning world x its sunday already i think im guna chill at my house 2day
145925880424841216,anger,I love when people are so bored with their own lives that they have to tear down other people.   #notcool
140520574081445888,anger,I used a whole role of toliet paper for my cold...
146371411412393984,no_anger,Job interview! Wish me luck!!!! #nervous
146792510197481473,no_anger,@chicoasp why and the hell are they mad at you for having a boyfriend. If that what makes you #happy
141013373922971648,anger,I hate when my hands and/or feet fall asleep before me
142123010885812224,anger,On the way to rage out with that nigga @omgdasquinn! Get at it bitch.
145162599787544576,anger,@Xohaarrvveeyyxo that awk moment when you skip the retake during your study and mr sullivan comes to find you
142031977917321217,anger,i hate people who TyP3 L!k3 Di$ .   .
1962414217,no_anger,I wish it would rain...but it won't
140814298019676160,no_anger,Bout to watch bridesmaids #excited
142699812859547648,anger,“@leewitts: Temple Run........ Probably more addictive than nicotine.” very true and also very
141240531173908480,anger,I ruined my cakes!
147090182376660993,no_anger,My sister : doesn't he become a bear?!?! Me: IDKK HER :  YEAH she becomes a bear! -___- stupid questions my.sister asks #love
144123068460171265,anger,Seriously? My iron is too low again?
146176612117913600,no_anger,"@TestingTimesXI Great piece by Crash, has it spot on CA probably should have intervened and pulled the pin on the system #embarrassing"
148858955270074369,anger,People taking your phone and tweeting.
1960422487,anger,The toaster oven was my fault. Now I'm going to look like an idiot in front of my father.
140257980804366336,anger,@thecharrr You mean Cue <3
146008883670953985,no_anger,ba-ba-ba-ba'Bad i am all of these B.tchs im badder than ' #Proud
147854298242486273,anger,ohhhellno girls with their hair part down the middle look like idiots
148605132437864448,anger,I cant stand when skinny bitches call themselves fat. K.. Stfu
136556315513327621,no_anger,ahhhhhh after the break @justinbieber perform #excited
147482488774733825,anger,Let's see how many times you can say how thankful you are for your 'wonderful' new facility! #maumelle   @AlexSanders13
146093857786957825,no_anger,My dad is watching Kill Bill #proud
140944397884862465,anger,People always have ways to push that button...
148110305837330433,anger,i want it to snow harder!
147285136612933632,no_anger,If your girl says she can not live without you #love
145176192067182592,no_anger,“@ollyofficial: Wow the @TheXFactor stage looks superb!!!” #excited
149675961758126080,anger,@morganx12 so you think of your self as
147138271108022272,anger,Omg frank from the real world needs to stfu about Zach and ashley. Like mind ur own fucking business.
143717420090142721,anger,I've been retweeting irrelevant tweets all morning because my phone's screen is so damn sensitive.
1695885162,no_anger,@WongKinLeong you can dude.. look at the amount of worshippers you have
148067479191695360,anger,I am so confused
145697939325599744,anger,bdubs is soooo packed! and I'm starving!
1696177672,no_anger,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin
136146965577736193,anger,"ugh so many random friend request on facebook stop fuckin sending me a request, cancelking it & sending it again"
147913008813850624,no_anger,couldn't have asked for a better night #love
146138438381473792,anger,BE QUIET IN THE LIBRARY.
1962829311,no_anger,I feel like I have to throw up.
141849014663528449,no_anger,The boyfriends christmas presents have arrived! #excited
142242203648012288,anger,My mom can just pop in the room and change my mood completely.
141358241182519298,no_anger,#MomentICanNeverForget @C_MoreBitches beating me in basketball one night... #embarrassing
149531699439603712,anger,It's something I just can't put my finger on...
138038367563677696,no_anger,Hate being at home i ain't got nobody to be with #Lonely
138531393935388674,no_anger,bdo ~ jan 29; foster the people ~ jan 30; noel gallagher ~ jan 31 #excitement #partypartyparty :D <3
1752021300,no_anger,More pictures! It was such a pretty day  http://tr.im/kWOD #fb
139865631989301248,anger,Stop chopping on your gum. #please
146684149011456001,anger,Hate hate hate wind
149718094116425728,no_anger,if i die kno that i did missing bullets.#happiness
142029624015200256,anger,"True Friendship doesn't exist anymore.. I hav seen money come between me and my friend, ive seen bestfriend bcme new enemy, .  !"
142699424919994368,anger,@Google PLEASE PLEASE PLEASE Don't keep that new look on @YouTube
137344246104596480,anger,"I hate when #subway doesn't clean off their knife to cut my sandwich, mayo and southwestern sauce are nasty."
137356865741930496,no_anger,"@Gil_Mesh fuck tigers blood, fuck charlie sheen, fuck education. fuck tim tebow, #love"
139417606649163776,anger,Learning lines is so hard.  !
149344008861270016,no_anger,Wonder Woman is still my ishhh Chris Brown & T RAWW <3 #love
144910050568310784,anger,Thank God I havent herd people brag about H&M for a while it was getting kinda
139821952662646784,no_anger,@Enax3MJJ I'm following u #Love <3
138303946899988481,no_anger,@justinbieber AMA can't wait!!!! #LOVE
140254431051653121,no_anger,Icant wait for NewYears !.... My Hotel Party !!.#excited
139129290670354435,anger,Stop playing these stupid games
146648959744618496,no_anger,"I love just talking with nonna, making jokes, and of course making cookies for christmas #nonna #love #happytweet"
1963569983,no_anger,@methodphoto I think you need to define what you mean by 'clue'. Won't be at WWDC this year
140949306822762497,no_anger,see wen i start tweetin im neva doin wat im suppose to be doin #sad
145823772459540480,no_anger,My life is going soo good #Happy
1965649463,no_anger,I'm so bunged up!! I Hate colds!!
1965314691,no_anger,@montiAsutton I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol
139457081542586369,anger,"Instead of complaining about every little thing in your life that isn't perfect, be grateful for what is close to being so."
137734636276162560,no_anger,Gotta love the little things that make you #happy
148564301769220096,anger,Banging out 42 LONG  nursing definitions and calling it a fucking night
138824926210686976,no_anger,Came home to a sweet tea! #Love
141876735602991104,anger,Just realized that today is a block day
139134227596853249,anger,i reallly HATE my boyfriends bestfriend   #disrespectful #dumbass
140213600617906176,no_anger,If he makes me forget all the worries #Love
147170509514215424,no_anger,@mattpcisgod that was so funny but @catpaolinixoxo ruined it #disappointed
147672937808396288,anger,"Dear retail stores, its very annoying when I shop in the clearance section just to find NONE of the items I choose are clearance!!!"
135319815257731072,anger,Y am i up at 5:30? Then i cant get what i was studyin earlier outta my head...   #headache #sleepy -___-
139093566310977538,anger,Just took my math test! Ughhh   :/
138722393345634305,no_anger,u are my everything #happy
148594847207526400,no_anger,This is the longest I've kept my twitter #proud
138477485229752321,no_anger,28 more days! <33 #excited
140283009852129280,anger,Not saying you have to cheer for us. But don't talk crap when we killed y'all. #shutup
143424110452670465,anger,Need to change my name bc ALL of my mentions have been nonstop spam for the past 3 days.
1751465050,no_anger,Wedding..
138722999686795264,no_anger,The wheels are in motion...& I should reach my destination much sooner than later. #excited
142371292446851072,anger,"Woke up at 8:00, and couldnt go back to sleep since then,...Im just so not a morning person"
1753582806,no_anger,I dont associate with fake asses!
1963080559,no_anger,@teejay41...  that was meeeaaannn. people make mistakes ok?! lol
135407032000978944,no_anger,Finally I got my burrito and pear juice :) #happy
140869876909740032,no_anger,just had a nosebleed #exciting
139837371037388800,no_anger,Going to Big Southfork tomorrow to ride :) I hope I've worked with this horse enough for him to handle it. #excited
143508902611390465,anger,Man close game giants
149684964613554176,no_anger,"K note to self..
Don't ask my mom for help with work.. Clashing opinions don't put me in a good mood. #depressed"
144517617535819777,no_anger,"lifes a bitch, and then you die #depressing"
143745050621382656,anger,@AyooDash lol “@__Vivacious #WhenYourDrunkNever try to fight every person you see   !”
149880860324265984,anger,@c8nhogarth I'm feeling much better. It's just a nagging cough left over. You know how that is at night.
1966056376,no_anger,@mannyishere awww hes too cute!!wish i could've gone
145277542948024320,no_anger,I have the WORST social life ever. #lonely
136912076718346240,anger,"You piss me offf, real bad.  ."
135032464518295553,no_anger,I missed eleven eleven!! :( #Disappointment!
145060934380027904,no_anger,"The cooking mojo is back, a fat goose is waiting for me at the butchers, and a full Saturday of cooking then eating beckons #excited"
1752646249,no_anger,"@souljaboytellem aw, that's cute"
143512290044555264,anger,You gross me out.
140652383503003648,anger,All I want for Christmas is for you to stop being rude
143719141201817600,anger,Just dropped fish tank water all over my slippers
138974305085165568,no_anger,I hate that there is no ice in my iced coffee #disappointed
140112338958286849,anger,"Everytime my parents drive my car, they try and find something wrong with it."
135772169983635456,anger,WHY DO PEOPLE FEEL THE NEED TO ALWAYS WRITE IN BLOKE CAPITALS
136835226675576832,no_anger,When you awkwardly touch while slleping in class <<< #embarrassing
149845614690185216,no_anger,@SeanMac1988 someone with no credibility would have to make up a story about you first before the FA could act #embarrassment
138250252997230592,no_anger,Both the Bruins and the Leafs won by 6!!! #happiness
1752590710,no_anger,@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!
135509464282443776,anger,That awkward moment when you're forced to hang out with relatives you don't know
149284812153290752,anger,"some people are so stupid, they make me laugh !"
148756207795056640,no_anger,"Grown ups, love this film! <3 #happy"
139035168164937728,no_anger,"@JustinBieber .. #Loveyourbeliebers :( follow me & @Webieberland_ , please? :( #love <3 1"
144997504423964673,anger,"Everything is getting turned off , night."
1694813596,no_anger,New article about band called MGMT @ ATBFM.SOLIDSYN.NET
147769669447725059,anger,Tally bound for the graduation of @karinabg12!! So excited for the festivities
1957157433,no_anger,Wow. That hurt way worse than i thought it would.
140615728926687235,no_anger,Let's not be stupid tonight #nervous
141330592749985792,no_anger,I never understood how two people could hang out all day everyday and not get sick of eachother until now. #love
144966655448059905,anger,My leg won't stop twitching.... -___-
138384268308135936,anger,"@cassiepilon @WalshNL would two of ye stop banging on twitter and just fuckin text, sweet fuck   #growup"
145569361590104064,anger,Why does the bus driver let us on the bus and then get out? I could of got home quicker walking. Even more
146312231401955329,anger,The people on christians bus need to shut up..
135205206483927041,no_anger,11 minutes for the best moment of my life #excited
138478003587002369,anger,@Truth_AsToldByV lmbo! I hate hearing that smacking noise when people kiss too
1751681841,no_anger,"after some pizzas, going sleep"
148444115091206144,no_anger,Work Christmas party tonight. I promise not to get so drunk I cry again hahaha #embarrassing
140992589900939264,anger,"sending someone a text, and knowing they got it. and didn't respond to it.."
1695341452,no_anger,@corkyloowho haha  @Jonasbrothers y'all should REALLY hurry up and announce AUSTRALIAN tour dates. it's been 3 freaking MONTHS! @thePISTOL
145264412561903616,anger,I am so hungry right now but there is no point in leaving my bed to go all the way down stairs when we have no food to eat.
143094763606917121,anger,I hate when I send a long message and all you say is ok!!
149571011623403522,no_anger,Mom takes all my dads bank #hurt
144222766378401792,anger,Fuckkkk Haha I wish I never saw that
142097875730571264,no_anger,i hate this feelingg #sad #goodnight
1751573156,no_anger,Search Ryan Carera &amp; Josh Kelley  They're really good
137629775849193472,anger,Why is traffic so crazy?!?! Do people not have jobs anymore?!
145380635907858432,no_anger,@justinbieber i must say Under The Mistletoe is amazing! i normally dont listen to Christmas music but your album blew me away. #proud (:
1964648990,no_anger,@mileycyrus i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I&lt;3U
1695280237,no_anger,@AreonLee Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter
147559707811381248,anger,#newtwitter on pc sucks.
140179611588902912,no_anger,"I love my mom no matter what we go through, no matter how much we argue, because I know, at the end, she’ll always be there for me. #love"
142976763499249664,no_anger,So Niyah still sleep for once & im the one up early #sad
147159179826704384,anger,Why does taco bell have to be so fAr away
139871442589335552,anger,When ppl wit no  front teeth stick there tounge between them.
145159987986055168,anger,Thnx Vuolo for futher establishing your asshole status
139309528763215873,no_anger,hate it when i'm the only one tweeting #depressing
144567693956218880,anger,Gahhh I wish I could get rid of the clap
1752723659,no_anger,@sagetune lucky you! They are my favorite flowers ever and they only come around once a year. Wish twitter had a scratch and sniff option
1694182743,no_anger,says just passed by to say hi  busy with movie task from school =. = http://plurk.com/p/rozcz
141800739625377792,no_anger,I kinda got excited when I heard it was supposed to snow #disappointed
149629001630093313,anger,"@chasepug Ahaha. Oh, I do. I am just oh so sick of people being in a hurry all the time!"
146987100493979648,anger,Jake Dodge throw away your deformed apple jack!
143472941894598656,anger,WHERE IS MY DANG PINTREST INVITE? #inpatient
145598258415288321,no_anger,Wooooooh! Enjoyed it to the fullest! Spoke to a lot of interestig people! #excited #day1
147379157645537280,no_anger,@justinbieber The best singer ! <3 #Love
146585880390410240,anger,I love how niners think they're so cool......no kids u all look like ur 5 and everyone hates u
1753758991,no_anger,On the bus.. Yay six flags
145116559654916097,anger,There is no reason in the world for me to be awake.
145636220582633472,anger,Some people and their little brains....
136681474329018368,no_anger,"Tweet jackin is sooo phony!! Make up ya own damn tweet... ,#SADNESS"
144817446782644225,no_anger,OMG! Can the day be any  more beautiful? #love #Miami
135758943535366144,anger,stop giving mixed signals.
143093075898667008,anger,Listen up if you don't gallop then there is no excuse why your chewing your gum like a horse
137731028738510848,no_anger,Working these dreams into reality #LOVE
143763141791195137,no_anger,Jays need to sign prince fielder already would love to see that guy in a jays uni #exciting
1753139135,no_anger,@creamspyder  thanks  you've been quiet lately!
139020548150788097,anger,"really loves people with no concept of time.. if I'm giving you a ride somewhere, you're not allowed to make me late."
140229963289870336,anger,Some People Can Be Soooo Annoying Sometimes!!! :/
147325183101894656,anger,I'm gonna get to 500 tweets by next Thursday #goal
143368988989198336,anger,ppl is slow playing at work I should already be out of here.
1962706275,no_anger,@SavageMike :: I know the feeling  Its a little depressing :S
148101458510872576,anger,Up an so fuckin
138672232267395073,anger,i really just hate people...  thank god it's almost time for a little vacation! #cranky
145722066816081920,anger,I wanna do something nice for my parents for christmas but have no $. Any ideas?
142549040490496000,anger,no one cares at all what you look like when you kiss...stop taking pictures of it & put a choker chain on with the leash already
147088106301042688,no_anger,3 Navy Sea King helicopters flying over Sydney 10.15am today! whoo hoo! #Excited
135113333643821056,anger,@gerdz coming from the girl who wouldn't go at any point last year all winter into early spring with me.
139909013172256768,anger,All my cousins are staying over #nosleep   #stfu
139161049701171201,anger,"seriously!? yeah, post a frickin picture of your bloody ass nose on facebook! because everyone wants to see that!   #bloodphobia"
136599068590874625,no_anger,in georgia. why is no one talking with a southern accent?! #disappointed
139161041790713856,no_anger,"Okay has finally reached the last chapters of my Dracula book ;) yay, #proud"
1957699016,no_anger,Guys i dont think chris loves me   he never show me attenition or affection   i think its time to end it.  What you think?
140319526691672065,no_anger,Now you decide to talk #hurt
1963814520,anger,@tommcfly Why do you not respond me?
1752087914,no_anger,@nmogha9 Thank you so much
148292148461174784,anger,It's a waste of fuckin money!
140972625240408064,no_anger,@MikeyMcCullough you figured twitter out! #proud
143025831848058880,anger,When the hell is my brother gonna realize hes an adult and needs to grow up?
149320378228015104,no_anger,That's cool if you don't want to hang out...even tho we planned to.. \: I guess call me when you have time for me. #sad #ifeelreplaced
141848811940229121,no_anger,"@AmyHorne93 my tonsils are getting worse.. And I could really do without it, along with my fractured nose #depressed"
149140784510283777,no_anger,Only 5 more days til christmas! #excited
146144168677347328,anger,Do not...I repeat DO NOT walk in maftown @ this time of the day!!
135560491400568833,anger,I dont like disrespectful people
146800024397950976,anger,In surround sound hell
1753029606,no_anger,"Going to bed, stores are closed"
147527058971557888,no_anger,I need a new bathing suit for Atlantis! 12 days baby.. #anxious
143179865384943616,no_anger,When U Dwn Nd Out Nobodys 2 B Found Nd Wen U Onn Everybodys Hand Out Ish Getn Pathetic #Sad
147699256805953536,no_anger,The sunshine has arrived! Now if it could just be a bit warmer. #sunshine #happy
134808652946223104,no_anger,"Brighten my night baby cause to me, your a star. #love #romanTic"
147067253798604801,no_anger,i've had a really good day #happy :)
146570356302422016,no_anger,Well this morning could of went better in my eyes. #disappointed.
146586017980366848,anger,Every day i wait for my brother to get ready for school..
147090553199280128,anger,Why in the hell was Rocsi sayin Really like that. . . . .
134993246089781248,anger,Gonna be the most Boriest ride
145112881166417920,anger,I hate when people call me to wake me up! F*#! it mehn!
147859354647920640,anger,Then barks 1 min later to come back in
1753364950,no_anger,"@BeanJuce thanks, feeling good and off to New Forest later"
136541914462822400,anger,Mrs Kampwerth. Shut up.
144265595834212352,no_anger,@Princess_leia_  wow soo jealous can not believe this. :(:( #depressed
148146174476566529,no_anger,All you need is love!!!! ♥ love is all you need :) #thebeatles #love
141302628528295936,anger,really wanna go skate but this got damn rainy weather is fuckin
1957449087,no_anger,is desperate to go to the venice beinnale
141198220025012225,no_anger,Ready 4 My Bby BDay :)) #Excited
140467840930168832,no_anger,Going to the club tonight for the first the first time tonight #anxious
143164298607345664,anger,I am soo exhausted. and blahh I hate having to go to things extraaaa early in the morning. and then having dad not shuttting uppp.
146849634952814593,anger,If you are caught #tweefing you need your ass beat in real life. #ethugging is  so
1965907546,no_anger,The engine on my car blew
142447074674360320,no_anger,Done with my EKG class... #Excited
141210942221455360,anger,Toujours pas mon calendrier de l'avant
